################################################################################
#
# File created: Tue Oct 17 11:45:29 2006
# Creator tool: JetDumperTool::JetDumper.DumpClusters
# Energy units: [GeV]
#
################################################################################
# This file contains 4-momenta in unformatted strings.  Events are marked by the
# the following keywords:
#
# .Run 12345   (indicates the run number)
# .Event 35645 (indicates the event number)
# .Tag   Clusters (indicates data source: Towers, Clusters, Truth)
# .NJets 4     (indicates the number of 4-momenta dumped for this event)
#
################################################################################
.Seq     ::1::
.Run     5010
.Event   35550
.DataTag "CaloTopoCluster"
.NObjs   157
         71.4765         -5.70329           9.0334          70.6737
          15.253          -1.6971          -4.9095          14.3413
         33.0601        -0.292117         -3.21817         -32.9018
         8.09117         -1.78115         -2.40502          7.51734
         6.98523          2.10629         -1.85652         -6.39611
         20.4987           -1.409          1.98857          20.3533
         3.92091          1.53133          1.77704         -3.14177
         6.83145        -0.149348          -2.3339         -6.41867
         5.80468          1.30704         -1.81448         -5.35664
         5.88142          -0.7194         -2.01982          5.47667
          2.6583         0.370816           2.0159         -1.69268
           10.83         0.622237         -1.87541         -10.6482
         12.0819          1.69974         0.230691          11.9595
         1.98776         0.861176          1.45066         -1.05125
         2.35083          1.25989         -1.07991          -1.6652
         55.2265          -1.4313        -0.281702         -55.2072
         3.52686         0.985352        -0.955045         -3.24895
         6.68788       -0.0728647         -1.35736         -6.54828
         3.62607        -0.147411         -1.10227          3.45133
          7.9802        -0.999376         0.288039          7.91213
         8.02327          1.02949         0.104137          7.95627
         1.06527         0.662185        -0.494096          0.67245
         41.2136         0.310638        -0.762482         -41.2053
        0.893712          0.43283         0.700292        -0.347808
        0.961783         0.691298          0.34167        -0.574801
         5.03855        -0.148113         0.753334          4.97972
         6.16254         0.642389         0.310288          6.12111
         1.65856         0.568323         -0.41875         -1.50083
         2.37266         0.285308        -0.581928         -2.28243
        0.702532         0.608201        -0.220761         -0.27369
        0.776589          0.49963        -0.347736        -0.482224
         2.10222         0.483862        -0.339291          2.01745
         2.95546        -0.353956         0.462235          2.89755
         1.39208        -0.173296          0.48453          1.29348
          1.5064       -0.0187387        -0.508362           1.4179
        0.957283         0.506862       -0.0350716        -0.811327
         1.54948        -0.497748        0.0910279         -1.46453
        0.988317        -0.174466        -0.460277         0.857017
         2.32939        -0.117379        -0.473873         -2.27765
         1.47204        -0.116261         0.467842          1.39087
         5.46816         0.225021        -0.425712         -5.44691
         4.97767         0.128288        -0.455867         -4.95509
         4.71361          0.46354        0.0608558          4.69037
        0.609457          0.33577         0.314341        -0.399858
         1.01759         -0.45258        0.0220973        -0.911139
         2.58047        -0.231638        -0.380011           2.5418
         3.73727        -0.170055        -0.378598         -3.71415
         1.60559        -0.399894       -0.0536512          1.55407
